ts,method,bip,state,instrument,account,msg
2025-11-18 21:47:50.288,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 21:47:52.258,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 21:51:05.604,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T19:51:05.6002740Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 21:51:05.606,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T21:48:00.0000000
2025-11-18 21:53:29.594,SubmitShortAB,0,Realtime,MNQ 12-25,Sim101,19_11/18/2025 9:54:00 PM SubmitShortAB: QtyA=5 QtyB=5
2025-11-18 21:53:29.874,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:29 PM ENTRY , ShortA , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:29.938,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:29 PM ENTRY , ShortB , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:29.983,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:29 PM ENTRY , ShortA , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:29.984,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:29 PM ENTRY , ShortA , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:29.986,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:29 PM ENTRY , ShortA , Action=SellShort , State=PartFilled , Qty=5 Filled=3 , Avg=24740 , Err=NoError "
2025-11-18 21:53:30.025,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=3 LA=0 LB=0 SA=3 SB=0 posQty=3
2025-11-18 21:53:30.045,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:30 PM ENTRY , ShortB , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:30.057,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] ShortA SL_A -> 24745.25
2025-11-18 21:53:30.058,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:30 PM ENTRY , ShortB , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 21:53:30.110,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 9:53:30 PM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24745.25 , Qty=3 Filled=0 , Error=NoError "
2025-11-18 21:53:30.110,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] ShortA SL_A -> 24745.25
2025-11-18 21:53:30.185,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 9:53:30 PM ENTRY , ShortA , Action=SellShort , State=Filled , Qty=5 Filled=5 , Avg=24739.9 , Err=NoError "
