timestamp,bar,logType,message
2025-12-18 21:33:04.954,-1,INFO,"Output window logging initialized"
2025-12-18 21:33:04.957,-1,INFO,"[BarsOnTheFlow] Failed to export strategy state: Object reference not set to an instance of an object."
2025-12-18 21:33:05.006,5,INFO,"[ENTRY] Bar 5: Entering SHORT (fresh signal), CurrentPos=0, Contracts=1"
2025-12-18 21:33:05.007,5,INFO,"[ApplyStopLoss] Called for BarsOnTheFlowShort, StopLossTicks=80, Position=Flat, UseTrailingStop=False, UseDynamicStopLoss=False"
2025-12-18 21:33:05.013,5,INFO,"[ApplyStopLoss] Set STATIC stop loss: 20.00 points (80 ticks)"
2025-12-18 21:33:05.016,5,INFO,"[ENTRY_FILL_DEBUG] Bar 5: Short entry filled, setting intendedPosition=Short"
2025-12-18 21:33:05.026,7,INFO,"[Trend Debug] Bar 7: trendUp=False, trendDown=True, EnableShorts=True, IsTrendDown()=True"
2025-12-18 21:33:05.027,7,INFO,"[Trend Debug] Bar 7: recentGood queue: bad,bad,bad,good,bad"
2025-12-18 21:33:05.027,7,INFO,"[Trend Debug] Bar 7: recentPnl queue: -11.25,-20.50,-8.25,12.75,-21.50"
2025-12-18 21:33:05.034,9,INFO,"[Reverse Debug] Bar 9: ExitOnTrendBreak for Short, trendUp=False, ReverseOnTrendBreak=True"
2025-12-18 21:33:05.034,9,INFO,"[EXIT_DEBUG] Bar 9: ExitOnTrendBreak - exiting SHORT (no reverse, ReverseOnTrendBreak=True)"
2025-12-18 21:33:05.034,9,INFO,"[Reverse Debug] Bar 9: Just exiting, no reversal"
2025-12-18 21:33:05.041,9,INFO,"[EXIT_FILL_DEBUG] Bar 9: Exit filled - BuyToCover, resetting intendedPosition from Short to Flat"
2025-12-18 21:33:05.057,13,INFO,"[MidBar Wait] Bar 13: Waiting for LONG gradient to cross 7.00° (current: -4.57°)"
2025-12-18 21:33:05.068,21,INFO,"[MidBar Wait] Bar 21: Waiting for SHORT gradient to cross -7.00° (current: -2.50°)"
2025-12-18 21:33:05.099,29,INFO,"[MidBar Wait] Bar 29: Waiting for SHORT gradient to cross -7.00° (current: 0.89°)"
2025-12-18 21:33:05.104,30,INFO,"[ENTRY] Bar 30: Entering SHORT (fresh signal), CurrentPos=0, Contracts=1"
