ts,method,bip,state,instrument,account,msg
2025-11-19 09:00:25.370,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/19/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-19 09:00:26.891,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-19 09:00:47.874,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-19T07:00:47.8733499Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-19 09:00:47.876,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-19T09:00:30.0000000
2025-11-19 09:01:08.974,SubmitShortAB,0,Realtime,MNQ 12-25,Sim101,19_11/19/2025 9:01:30 AM SubmitShortAB: QtyA=5 QtyB=5
2025-11-19 09:01:09.213,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortA , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.247,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortB , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.323,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortA , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.327,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortA , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.330,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortA , Action=SellShort , State=PartFilled , Qty=5 Filled=2 , Avg=24542 , Err=NoError "
2025-11-19 09:01:09.355,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=2 LA=0 LB=0 SA=2 SB=0 posQty=2
2025-11-19 09:01:09.358,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortB , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.434,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24547.25 , Qty=2 Filled=0 , Error=NoError "
2025-11-19 09:01:09.434,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24547.25 , Qty=2 Filled=0 , Error=NoError "
2025-11-19 09:01:09.434,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] ShortA SL_A -> 24547.25
2025-11-19 09:01:09.434,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] ShortA SL_A -> 24547.25
2025-11-19 09:01:09.438,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortB , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 09:01:09.491,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortA , Action=SellShort , State=Filled , Qty=5 Filled=5 , Avg=24541.85 , Err=NoError "
2025-11-19 09:01:09.498,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=3 LA=0 LB=0 SA=5 SB=0 posQty=5
2025-11-19 09:01:09.500,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , SL_A , FromEntry=ShortA , State=CancelPending , Lmt=0 Stp=24547.25 , Qty=2 Filled=0 , Error=NoError "
2025-11-19 09:01:09.540,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , PT_A , FromEntry=ShortA , State=Submitted , Lmt=24531.25 Stp=24546.75 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 09:01:09.564,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,"29,11/19/2025 9:01:09 AM ShortA FULL fill @ 24541.85 , PT_A=24531.25 SL_A=24547 , dynTA=42 dynSLTicks=21"
2025-11-19 09:01:09.564,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , SL_A , FromEntry=ShortA , State=Accepted , Lmt=0 Stp=24547.25 , Qty=2 Filled=0 , Error=NoError "
2025-11-19 09:01:09.573,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 9:01:09 AM ENTRY , ShortB , Action=SellShort , State=PartFilled , Qty=5 Filled=3 , Avg=24541.5 , Err=NoError "
2025-11-19 09:01:09.574,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortB From= execQty=3 LA=0 LB=0 SA=5 SB=3 posQty=8
2025-11-19 09:01:09.584,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureB-Fixed] ShortB SL_B -> 24546.75
2025-11-19 09:01:09.615,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 9:01:09 AM , SL_B , FromEntry=ShortB , State=Submitted , Lmt=0 Stp=24546.75 , Qty=3 Filled=0 , Error=NoError "
2025-11-19 09:01:09.615,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureB-Fixed] ShortB SL_B -> 24546.75
