ts,method,bip,state,instrument,account,msg
2025-11-18 19:55:31.931,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/17/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 19:55:33.450,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 20:01:25.421,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T18:01:25.4205740Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 20:01:25.422,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T19:56:00.0000000
2025-11-18 20:01:59.516,SubmitShortAB,0,Realtime,MNQ 12-25,Sim101,19_11/18/2025 8:02:30 PM SubmitShortAB: QtyA=5 QtyB=5
2025-11-18 20:01:59.577,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortA , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:01:59.613,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortB , Action=SellShort , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:01:59.692,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortA , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:01:59.692,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortA , Action=SellShort , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:01:59.698,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortA , Action=SellShort , State=PartFilled , Qty=5 Filled=1 , Avg=24767.75 , Err=NoError "
2025-11-18 20:01:59.712,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=ShortA From= execQty=1 LA=0 LB=0 SA=1 SB=0 posQty=1
2025-11-18 20:01:59.721,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:01:59 PM ENTRY , ShortB , Action=SellShort , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:01:59.774,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/18/2025 8:01:59 PM , SL_A , FromEntry=ShortA , State=Submitted , Lmt=0 Stp=24773 , Qty=1 Filled=0 , Error=NoError "
