ts,method,bip,state,instrument,account,msg
2025-11-19 08:24:50.861,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/17/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-19 08:24:52.019,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-19 08:30:30.458,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-19T06:30:30.4523119Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-19 08:30:30.463,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-19T08:25:00.0000000
2025-11-19 08:31:30.211,SubmitLongAB,0,Realtime,MNQ 12-25,Sim101,16_11/19/2025 8:32:00 AM SubmitLongAB: QtyA=5 QtyB=5
2025-11-19 08:31:30.784,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongA , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:30.860,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongB , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:30.924,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongA , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:30.929,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongA , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:30.941,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongA , Action=Buy , State=PartFilled , Qty=5 Filled=1 , Avg=24557.25 , Err=NoError "
2025-11-19 08:31:30.965,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongB , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:30.966,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:30 AM ENTRY , LongB , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-19 08:31:31.048,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=1 LA=1 LB=0 SA=0 SB=0 posQty=1
2025-11-19 08:31:31.158,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=Submitted , Lmt=0 Stp=24552 , Qty=1 Filled=0 , Error=NoError "
2025-11-19 08:31:31.159,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureA-Fixed] LongA SL_A -> 24552
2025-11-19 08:31:31.262,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=Accepted , Lmt=0 Stp=24552 , Qty=1 Filled=0 , Error=NoError "
2025-11-19 08:31:31.357,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:31 AM ENTRY , LongA , Action=Buy , State=Filled , Qty=5 Filled=5 , Avg=24557.45 , Err=NoError "
2025-11-19 08:31:31.367,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongA From= execQty=4 LA=5 LB=0 SA=0 SB=0 posQty=5
2025-11-19 08:31:31.397,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=CancelPending , Lmt=0 Stp=24552 , Qty=1 Filled=0 , Error=NoError "
2025-11-19 08:31:31.409,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=CancelSubmitted , Lmt=0 Stp=24552 , Qty=1 Filled=0 , Error=NoError "
2025-11-19 08:31:31.452,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , PT_A , FromEntry=LongA , State=Submitted , Lmt=24568 Stp=24554 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.483,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,"28,11/19/2025 8:31:31 AM LongA FULL fill @ 24557.45 , PT_A=24568 SL_A=24552.25 , dynTA=42 dynSLTicks=21"
2025-11-19 08:31:31.524,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/19/2025 8:31:31 AM ENTRY , LongB , Action=Buy , State=Filled , Qty=5 Filled=5 , Avg=24558 , Err=NoError "
2025-11-19 08:31:31.526,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=LongB From= execQty=5 LA=5 LB=5 SA=0 SB=0 posQty=10
2025-11-19 08:31:31.564,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"[FailsafeSchedule] Stop cancelled, no proper stops active; scheduling failsafe."
2025-11-19 08:31:31.570,ArmOrTightenStop,0,Realtime,MNQ 12-25,Sim101,[EnsureB-Fixed] LongB SL_B -> 24552.75
2025-11-19 08:31:31.572,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , PT_A , FromEntry=LongA , State=Accepted , Lmt=24568 Stp=24554.25 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.570,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_B , FromEntry=LongB , State=Submitted , Lmt=0 Stp=24552.75 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.618,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , PT_A , FromEntry=LongA , State=Working , Lmt=24568 Stp=24554.25 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.619,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,"30,11/19/2025 8:31:31 AM LongB FULL fill @ 24558 , SL_B init=24552.75 , dynSLTicks=21 , armed=False"
2025-11-19 08:31:31.624,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=Submitted , Lmt=0 Stp=24552 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.626,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"49,11/19/2025 8:31:31 AM SL_A cancelled but leg still open for LongA. Re-submitted stop at 24552."
2025-11-19 08:31:31.626,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=Cancelled , Lmt=0 Stp=24552 , Qty=1 Filled=0 , Error=NoError "
2025-11-19 08:31:31.649,ManageRunnerStopsCompact,0,Realtime,MNQ 12-25,Sim101,[RunnerArm] LAopen=True LAmode=False SAopen=False SAmode=False armedLB=False armedSB=False RunnerTrailsWithA=True activeQtyA=5
2025-11-19 08:31:31.676,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_B , FromEntry=LongB , State=Accepted , Lmt=0 Stp=24552.75 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:31:31.734,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:31:31 AM , SL_A , FromEntry=LongA , State=Accepted , Lmt=0 Stp=24552 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:32:03.339,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , SL_B , FromEntry=LongB , State=Working , Lmt=0 Stp=24552.75 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:32:03.370,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"[CDN_STAMP_EVT] ,2025-11-19T08:32:03.3407868 dir=LONG anchorUtc=2025-11-19T06:32:03.3697797Z desiredExp=2025-11-19T06:32:08.3697797Z setExp=2025-11-19T06:32:08.3697797Z"
2025-11-19 08:32:03.375,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"[CDN_CHECK_POST], state=Realtime barT=2025-11-19T08:32:30.0000000 dir=LONG rem=5.00s nowUtc=2025-11-19T06:32:03.3727782Z"
2025-11-19 08:32:03.376,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , SL_B , FromEntry=LongB , State=Filled , Lmt=0 Stp=24552.75 , Qty=5 Filled=5 , Error=NoError "
2025-11-19 08:32:03.440,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=SL_B From=LongB execQty=5 LA=5 LB=0 SA=0 SB=0 posQty=5
2025-11-19 08:32:03.528,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , SL_A , FromEntry=LongA , State=Working , Lmt=0 Stp=24552 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:32:03.531,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"44,11/19/2025 8:32:03 AM SL_A partial fill; runner KEPT (partialCfg=False, fullCfg=False)."
2025-11-19 08:32:03.535,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"46,11/19/2025 8:32:03 AM SL_A partial for LongA. Stop unchanged at 24552, not resubmitting."
2025-11-19 08:32:03.535,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , SL_A , FromEntry=LongA , State=PartFilled , Lmt=0 Stp=24552 , Qty=5 Filled=1 , Error=NoError "
2025-11-19 08:32:03.551,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , PT_A , FromEntry=LongA , State=ChangePending , Lmt=24568 Stp=24546.5 , Qty=5 Filled=0 , Error=NoError "
2025-11-19 08:32:03.568,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"50,11/19/2025 8:32:03 AM , PT_A , FromEntry=LongA , State=ChangeSubmitted , Lmt=24568 Stp=24546.5 , Qty=4 Filled=0 , Error=NoError "
2025-11-19 08:32:03.572,OnExecutionUpdate,0,Realtime,MNQ 12-25,Sim101,[LegQtyExec] o=SL_A From=LongA execQty=1 LA=4 LB=0 SA=0 SB=0 posQty=4
