timestamp,bar,logType,message
2025-12-18 21:00:04.796,-1,INFO,"Output window logging initialized"
2025-12-18 21:00:04.799,-1,INFO,"[BarsOnTheFlow] Failed to export strategy state: Object reference not set to an instance of an object."
2025-12-18 21:00:04.830,4,INFO,"[ENTRY] Bar 4: Entering SHORT (fresh signal), CurrentPos=0, Contracts=1"
2025-12-18 21:00:04.831,4,INFO,"[ApplyStopLoss] Called for BarsOnTheFlowShort, StopLossTicks=60, Position=Flat, UseTrailingStop=True, UseDynamicStopLoss=True"
2025-12-18 21:00:04.831,4,INFO,"[ApplyStopLoss] Set TRAILING stop loss: 15.00 points (60 ticks)"
2025-12-18 21:00:04.834,5,INFO,"[Entry Skip] Bar 5: Already SHORT (actual=Flat, intended=Short), not re-entering"
2025-12-18 21:00:04.835,6,INFO,"[Entry Block] Bar 6: Deferring SHORT - bar closed GOOD (O:25933.75, C:25946.50)"
2025-12-18 21:00:04.837,7,INFO,"[Trend Debug] Bar 7: trendUp=False, trendDown=True, EnableShorts=True, IsTrendDown()=True"
2025-12-18 21:00:04.838,7,INFO,"[Trend Debug] Bar 7: recentGood queue: bad,bad,bad,good,bad"
2025-12-18 21:00:04.838,7,INFO,"[Trend Debug] Bar 7: recentPnl queue: -11.25,-20.50,-8.25,12.75,-21.50"
2025-12-18 21:00:04.839,7,DEBUG,"[PENDING_SHORT_DEBUG] Bar 7: Resolving pendingShortFromGood | trendUp=False, trendDown=True, prevGood=False, prevBad=True, gradient=-79.86"
2025-12-18 21:00:04.839,7,DEBUG,"[PENDING_SHORT_DEBUG] Bar 7: TrendDown + prevBad, executing pending SHORT | skipDueToGradient=False"
2025-12-18 21:00:04.839,7,ENTRY,"[ENTRY] Bar 7: Entering SHORT from pendingShortFromGood, CurrentPos=0, Contracts=1"
2025-12-18 21:00:04.840,7,INFO,"[DynamicStopLoss] Avg range of last 5 bars: 23.05, Multiplier: 1, Stop: 23.05 (92 ticks)"
2025-12-18 21:00:04.840,7,INFO,"[ApplyStopLoss] Called for BarsOnTheFlowShort, StopLossTicks=92, Position=Flat, UseTrailingStop=True, UseDynamicStopLoss=True"
2025-12-18 21:00:04.840,7,INFO,"[ApplyStopLoss] Set TRAILING stop loss: 23.00 points (92 ticks)"
2025-12-18 21:00:04.843,7,INFO,"[ENTRY_FILL_DEBUG] Bar 7: Short entry filled, setting intendedPosition=Short"
2025-12-18 21:00:04.848,8,INFO,"[EXIT_FILL_DEBUG] Bar 8: Exit filled - BuyToCover, resetting intendedPosition from Short to Flat"
2025-12-18 21:00:04.848,9,INFO,"[Entry Block] Bar 9: Deferring SHORT - bar closed GOOD (O:25908.75, C:25921.75)"
2025-12-18 21:00:04.852,10,DEBUG,"[PENDING_SHORT_DEBUG] Bar 10: Resolving pendingShortFromGood | trendUp=True, trendDown=False, prevGood=True, prevBad=False, gradient=-63.48"
2025-12-18 21:00:04.852,10,DEBUG,"[PENDING_SHORT_DEBUG] Bar 10: TrendUp detected, reversing to LONG | skipDueToGradient=True"
2025-12-18 21:00:04.852,10,DEBUG,"[PENDING_SHORT_DEBUG] Bar 10: Gradient blocked LONG, clearing pending flag"
2025-12-18 21:00:04.854,10,INFO,"[MidBar Wait] Bar 10: Waiting for LONG gradient to cross 10.00° (current: -63.48°)"
