ts,method,bip,state,instrument,account,msg
2025-11-18 20:42:52.247,RefreshDynamicParameters,0,DataLoaded,MNQ 12-25,Sim101,2_11/18/2025 1:00:30 AM DynSizing -> TA:42 SL:21 QtyA:5 QtyB:5 (UseVol=False)
2025-11-18 20:42:53.330,ManageRunnerStopsCompact,0,Historical,MNQ 12-25,Sim101,[RunnerArm] LAopen=False LAmode=False SAopen=False SAmode=False armedLB=True armedSB=True RunnerTrailsWithA=True activeQtyA=5
2025-11-18 20:45:35.979,OnStateChange,0,Realtime,MNQ 12-25,Sim101,100_[RealtimeStart] nowUtc=2025-11-18T18:45:35.9784278Z CD_longRem=0.0s CD_shortRem=0.0s
2025-11-18 20:45:35.980,OnStateChange,0,Realtime,MNQ 12-25,Sim101,Test line at 2025-11-18T20:43:00.0000000
2025-11-18 20:47:01.798,SubmitLongAB,0,Realtime,MNQ 12-25,Sim101,16_11/18/2025 8:47:30 PM SubmitLongAB: QtyA=5 QtyB=5
2025-11-18 20:47:01.888,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:47:01 PM ENTRY , LongA , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:47:01.938,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:47:01 PM ENTRY , LongB , Action=Buy , State=Submitted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:47:02.007,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:47:02 PM ENTRY , LongA , Action=Buy , State=Accepted , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:47:02.008,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:47:02 PM ENTRY , LongA , Action=Buy , State=Working , Qty=5 Filled=0 , Avg=0 , Err=NoError "
2025-11-18 20:47:02.043,OnOrderUpdate,0,Realtime,MNQ 12-25,Sim101,"34,11/18/2025 8:47:02 PM ENTRY , LongA , Action=Buy , State=Filled , Qty=5 Filled=5 , Avg=24757.75 , Err=NoError "
